Title	First Author First Name	First Author Surname	Corresponding Author First Name	Corresponding Author Surname	Corresponding Author Order	Publication Name	Alternate Name	Abstract	Url	Author Address	Year	DOI	Reference Type	PDF Relative Path	Keywords
Effect of the Platform-Switching Technique on Preservation of Peri-implant Marginal Bone: A Systematic Review		Al-Nsour, M. M., Chan, H. L. and Wang, H. L.				the international journal of oral & maxillofacial implants	the international journal of oral & maxillofacial implants	Purpose: The aim of this study was to systemically review the effect of platform switching on preserving implant marginal bone. Materials and Methods: An electronic search (PubMed and MEDLINE databases) and a hand search of peer-reviewed journals for English-language articles published before June 30th, 2010, were performed. The selected articles included randomized controlled trials (RCTs) and prospective comparative clinical trials with a minimal sample size of 10 subjects and 10 implants followed for at least 1 year after loading. The quality of included RCTs was also assessed. Results: Nine studies met the inclusion criteria; three were prospective comparative studies and six were RCTs. All studies applied either standardized conventional or digital periapical radiographs for the assessment of bone levels. Seven of the nine included articles demonstrated that platform switching was effective in preserving marginal bone around implants. The longest follow-up among these studies was 5 years. Conclusions: Based on the current evidence, the use of abutments with a smaller diameter than their corresponding implant platforms seems to exert beneficial effects on peri-implant marginal bone. Some potential confounding factors, for example, the apicocoronal position of implants in relation to crestal bone, the presence of various implant microtextures, the degree of platform switch, and the reliability of examination methods, should be considered when interpreting the present results.			2012				1864
A Systematic Review of Dialectical Behavior Therapy for the Treatment of Eating Disorders		Bankoff, S. M., Karpel, M. G., Forbes, H. E. and Pantalone, D. W.				eating disorders	eating disorders	Dialectical behavior therapy (DBT) has been proposed as an effective treatment for eating disorders (EDs). We conducted a systematic literature review to locate refereed journal articles testing DBT for the treatment of EDs. We identified 13 studies empirically evaluating treatment efficacy across various settings. Findings, based on mostly uncontrolled trials, indicate that DBT treatments appear effective in addressing ED behaviors and other forms of psychopathology in ED samples. The expectation that improvements in emotion regulation capabilities drive reductions in ED pathology was not fully supported. Further research is necessary to confirm the efficacy of modified DBT treatments for EDs.			2012				1067
Benefits and harms of CT screening for lung cancer: a systematic review		Bach, P. B., Mirkin, J. N., Oliver, T. K., Azzoli, C. G., Berry, D. A., Brawley, O. W., Byers, T., Colditz, G. A., Gould, M. K., Jett, J. R., Sabichi, A. L., Smith-Bindman, R., Wood, D. E., Qaseem, A. and Detterbeck, F. C.				jama : the journal of the american medical association	jama : the journal of the american medical association	CONTEXT: Lung cancer is the leading cause of cancer death. Most patients are diagnosed with advanced disease, resulting in a very low 5-year survival. Screening may reduce the risk of death from lung cancer. OBJECTIVE: To conduct a systematic review of the evidence regarding the benefits and harms of lung cancer screening using low-dose computed tomography (LDCT). A multisociety collaborative initiative (involving the American Cancer Society, American College of Chest Physicians, American Society of Clinical Oncology, and National Comprehensive Cancer Network) was undertaken to create the foundation for development of an evidence-based clinical guideline. DATA SOURCES: MEDLINE (Ovid: January 1996 to April 2012), EMBASE (Ovid: January 1996 to April 2012), and the Cochrane Library (April 2012). STUDY SELECTION: Of 591 citations identified and reviewed, 8 randomized trials and 13 cohort studies of LDCT screening met criteria for inclusion. Primary outcomes were lung cancer mortality and all-cause mortality, and secondary outcomes included nodule detection, invasive procedures, follow-up tests, and smoking cessation. DATA EXTRACTION: Critical appraisal using predefined criteria was conducted on individual studies and the overall body of evidence. Differences in data extracted by reviewers were adjudicated by consensus. RESULTS: Three randomized studies provided evidence on the effect of LDCT screening on lung cancer mortality, of which the National Lung Screening Trial was the most informative, demonstrating that among 53,454 participants enrolled, screening resulted in significantly fewer lung cancer deaths (356 vs 443 deaths; lung cancer?specific mortality, 274 vs 309 events per 100,000 person-years for LDCT and control groups, respectively; relative risk, 0.80; 95% CI, 0.73-0.93; absolute risk reduction, 0.33%; P = .004). The other 2 smaller studies showed no such benefit. In terms of potential harms of LDCT screening, across all trials and cohorts, approximately 20% of individuals in each round of screening had positive results requiring some degree of follow-up, while approximately 1% had lung cancer. There was marked heterogeneity in this finding and in the frequency of follow-up investigations, biopsies, and percentage of surgical procedures performed in patients with benign lesions. Major complications in those with benign conditions were rare. CONCLUSION: Low-dose computed tomography screening may benefit individuals at an increased risk for lung cancer, but uncertainty exists about the potential harms of screening and the generalizability of results.			2012				1413
Impact of pharmacist interventions on patients' adherence to antidepressants and patient-reported outcomes: a systematic review		Al-Jumah, K. A. and Qureshi, N. A.				patient preference and adherence	patient preference and adherence	BACKGROUND: Pharmacist intervention in improving patient adherence to antidepressants is coupled with better outcomes. AIMS: The aim of this investigation was to systematically examine the published literature to explore different types of pharmacist interventions used for enhancing patient adherence to antidepressant medications. Three specific questions guided the review: what is the impact of pharmacist interventions on adherence to antidepressant medication? What is the impact of pharmacist interventions on patient-reported outcomes and patient satisfactions? What are the types of interventions used by pharmacists to enhance patients' adherence to antidepressants? SEARCH STRATEGIES: A systematic review of the literature was conducted during August-November 2010 using PubMed, BIOSIS Previews(®) Web of Science, ScienceDirect, the Cochrane Library, PsycINFO(®), IngentaConnect™, Cambridge Journals Online, and Medscape databases. Key text words and medical subject headings included pharmacist intervention, medication intervention, depression, medication adherence, health-related quality of life, patient-reported outcomes, and antidepressants. RESULTS: A total of 119 peer-reviewed papers were retrieved; 94 were excluded on the basis of abstract review and 13 after full-text analysis, resulting in twelve studies suitable for inclusion and intensive review. The most common intervention strategy that pharmacists utilized was a combination of patient education and drug monitoring. A cumulative patient adherence improvement in this review ranged from 15% to 27% attributed to utilization of different interventions and different combinations of interventions together with patient satisfaction with the treatment when depression improved. CONCLUSION: This review suggests that pharmacist intervention is effective in the improvement of patient adherence to antidepressants. This may be a basis for more studies examining the effectiveness of innovative interventions by pharmacists to enhance patient adherence to antidepressant medications.			2012				1104
Use of beta-blockers for the treatment of cardiac arrest due to ventricular fibrillation/pulseless ventricular tachycardia: a systematic review		de Oliveira, F. C., Feitosa-Filho, G. S. and Ritt, L. E.				resuscitation	resuscitation	INTRODUCTION: Advanced Life Support guidelines recommend the use of epinephrine during Cardiopulmonary Resuscitation (CPR), as to increase coronary blood flow and perfusion pressure through its alpha-adrenergic peripheral vasoconstriction, allowing minimal rises in coronary perfusion pressure to make defibrillation possible. Contrasting to these alpha-adrenergic effects, epinephrine's beta-stimulation may have deleterious effects through an increase in myocardial oxygen consumption and a reduction of subendocardial perfusion, leading to postresuscitation cardiac dysfunction. OBJECTIVE: The present paper consists of a systematic review of the literature regarding the use of beta-blockade in cardiac arrest due to ventricular fibrillation (VF) and pulseless ventricular tachycardia (VT). METHODS: Studies were identified through MEDLINE electronic databases research and were included those regarding the use of beta-blockade during CPR. RESULTS: Beta-blockade has been extensively studied in animal models of CPR. These studies not only suggest that beta-blockade could reduce myocardial oxygen requirements and the number of shocks necessary for defibrillation, but also improve postresuscitation myocardial function, diminish arrhythmia recurrences and prolong survival. A few case reports described successful beta-blockade use in patients, along with two prospective human studies, suggesting that it could be safe and effectively used during cardiac arrest in humans. CONCLUSION: Even though the existing literature points toward a beneficial effect of beta-blockade in patients presenting with cardiac arrest due to VF/pulseless VT, high quality human trials are still lacking to answer this question definitely.			2012				1493
Experiences integrating delivery of maternal and child health services with childhood immunization programs: systematic review update		Wallace, A. S., Ryman, T. K. and Dietz, V.				the journal of infectious diseases	the journal of infectious diseases	BACKGROUND: The World Health Organization and the United Nations Children's Fund promote integration of maternal and child health (MCH) and immunization services as a strategy to strengthen immunization programs. We updated our previous review of integrated programs and reviewed reports of integration of MCH services with immunization programs at the service delivery level. METHODS: Published and unpublished reports of interventions integrating MCH and immunization service delivery were reviewed by searching journal databases and Web sites and by contacting organizations. RESULTS: Among 27 integrated activities, interventions included hearing screening, human immunodeficiency virus services, vitamin A supplementation, deworming tablet administration, malaria treatment, bednet distribution, family planning, growth monitoring, and health education. When reported, linked intervention coverage increased, though not to the level of the corresponding immunization coverage in all cases. Logistical difficulties, time-intensive interventions ill suited for campaign delivery, concern for harming existing services, inadequate overlap of target age groups, and low immunization coverage were identified as challenges. CONCLUSIONS: Results of this review reinforce our 2005 review findings, including importance of intervention compatibility and focus on immunization program strength. Ensuring proper planning and awareness of compatibility of service delivery requirements were found to be important. The review revealed gaps in information about costs, comparison to vertical delivery, and impact on all integrated interventions that future studies should aim to address.			2012				1726
Information interventions for recovery following vehicle-related trauma to persons of working age: a systematic review of the literature		Clay, F. J., Collie, A. and McClure, R. J.				journal of rehabilitation medicine	journal of rehabilitation medicine	"OBJECTIVES: Given the burden associated with vehicle-related trauma, there is interest in time and cost effective methods of providing information to assist recovery. This systematic review aims to address the question: ""Do targeted early information interventions improve outcomes following vehicle--related injuries for persons of working age?"" DATA SOURCES: Ovid Medline, EMBASE, PsychINFO and Cochrane databases were searched for studies published between 1990-April 2011. DATA SELECTION: Included studies were randomized or pseudo--randomized controlled trials of information interventions delivered to working age persons following vehicle-related injuries. Two reviewers independently selected and appraised the studies. DATA SYNTHESIS: Sixteen publications (13 primary studies) met the inclusion criteria and were assessed for bias. Hetero-geneity in terms of the information interventions and measured outcomes was encountered. In 4 of the included studies, the intervention was positively associated with at least one outcome reported. Methodological issues limited the conclusions that could be drawn. CONCLUSION: Following vehicle-related trauma, people often experience difficulties in ongoing functioning. The current evidence neither supports nor fails to support the effectiveness of information interventions in promoting injury recovery. There is a need for larger more methodologically and conceptually rigorous randomized controlled trials that better consider the type and timing of the intervention."			2012				1485
Antiviral therapy for HCV-associated cryoglobulinemic glomerulonephritis: case report and review of the literature		Fabrizi, F., Fogazzi, G. B., Cresseri, D., Passerini, P., Martin, P., Donato, M. F., Rumi, M. G. and Messa, P.				kidney & blood pressure research	kidney & blood pressure research	We describe the case of a 51-year-old woman with HCV-associated cryoglobulinemic glomerulonephritis (GN). She presented mild deterioration of kidney function, non-nephrotic proteinuria, and active urinary sediment. Kidney biopsy showed features of membranoproliferative changes with some sclerosis. Sustained viral response (SVR) was obtained by 6 months of antiviral therapy (peg-IFN-?2a plus ribavirin). SVR was linked with improvement of kidney function and remission of proteinuria. Clinical and virological remission persists over a 25-month follow-up. This case report emphasizes efficacy and safety of antiviral treatment of HCV-associated glomerulonephritis--preliminary but encouraging results exist. We identified by systematic review of the literature 9 studies (156 unique patients); the pooled estimate of frequency of sustained virological response after IFN-based therapy was 0.49 (95% confidence interval, CI: 0.21, 0.77; p < 0.0005; random effects model). Heterogeneity was found (I(2) = 98.9%, p < 0.0001). Two possible regimens should be considered for the treatment of HCV-associated cryoglobulinemic GN according to the clinical presentation. Immunosuppressive therapy is recommended for HCV-related kidney disease having aggressive course, and recent evidence supports rituximab (RTX) use with a reduced exposure to corticosteroids. We identified six studies (66 unique patients) on RTX therapy for HCV-associated kidney disease; at the end of RTX therapy, the pooled estimate of the mean decrease in proteinuria was 1.4 g/24 h (95% CI: 0.75, 2.05, p < 0.001); The p test for heterogeneity gave a value of 0.94 (I(2) = 0). Several questions related to RTX use remain. HCV-induced GN is uncommon among CKD patients of developed countries, and this clearly hampers prospective controlled clinical trials aimed to evaluate efficacy and safety of antiviral or immunosuppressive therapy in this population.			2012				2474
Oral corticosteroid therapy in chronic rhinosinusitis without polyposis: a systematic review		Lal, D. and Hwang, P. H.				international forum of allergy & rhinology	international forum of allergy & rhinology	BACKGROUND: Recognition of inflammation in the pathophysiology of chronic rhinosinusitis (CRS) has caused corticosteroid therapy in CRS to gain favor. A systematic evaluation of oral steroid use in CRS without nasal polyps (CRSsNP) has not been previously conducted. The objective of the study was to assess evidence on oral steroid therapy in CRSsNP, via a systematic literature review. METHODS: Ovid and PubMed databases were searched for studies on oral steroid therapy in CRSsNP. Manuscripts were reviewed and graded by evidence-based medicine (EBM) level. RESULTS: A total of 33 studies met inclusion criteria; 30 on CRSsNP and 3 on allergic fungal sinusitis (AFS). CRSsNP studies did not include any randomized controlled trial (RCT) or any clinical study employing systemic corticosteroids alone. They included 20 reviews/expert opinions (Level 5) with differing recommendations, and 4 treatment guidelines (Level 4) with weak recommendations on use. Three studies, 2 retrospective (Level 4) and 1 prospective study (Level 3), used oral steroids in combination with antibiotics and nasal steroids. The multidrug regimen improved symptoms, radiologic findings, short-term relapses, nasal endoscopy, and cytokine pattern expression. An experimental study (Level 5) found oral steroids to reverse sinonasal tissue inflammation. Two studies in animal models (Level 5) found no benefit of adding systemic steroids to antibiotics. Three clinical AFS studies, 1 RCT (Level 1) and 2 prospective (Level 3), found oral steroids to benefit postoperative recurrence, endoscopy or computed tomography (CT). CONCLUSION: No study has employed systemic corticosteroids alone in treating CRSsNP. Evidence supporting oral steroid therapy in CRSsNP is mostly Level 4 or 5; there is lack of any RCT to support use.			2012				1221
Sticker charts: a method for improving adherence to treatment of chronic diseases in children		Luersen, K., Davis, S. A., Kaplan, S. G., Abel, T. D., Winchester, W. W. and Feldman, S. R.				pediatric dermatology	pediatric dermatology	"Poor adherence is a common problem and may be an underlying cause of poor clinical outcomes. In pediatric populations, positive reinforcement techniques such as sticker charts may increase motivation to adhere to treatment regimens. To review the use of sticker charts to improve adherence in children with chronic disease, Medline and PsycINFO searches were conducted using the key words ""positive reinforcement OR behavior therapy"" and ""adherence OR patient compliance"" and ""child."" Randomized controlled retrospective cohort or single-subject-design studies were selected. Studies reporting adherence to the medical treatment of chronic disease in children using positive reinforcement techniques were included in the analysis. The systematic search was supplemented by identifying additional studies identified through the reference lists and authors of the initial articles found. Positive reinforcement techniques such as sticker charts increase adherence to medical treatment regimens. In several studies, this effect was maintained for months after the initial intervention. Better adherence correlated with better clinical outcomes in some, but not all, studies. Few studies examining the use of sticker charts were identified. Although single-subject-design studies are useful in establishing the effect of a behavioral intervention, larger randomized controlled trials would help determine the precise efficacy of sticker chart interventions. Adherence to medical treatments in children can be increased using sticker charts or other positive reinforcement techniques. This may be an effective means to encourage children with atopic dermatitis to apply their medications and improve clinical outcomes."			2012				2332
[Varying effect of telemedicine in the treatment of chronic obstructive pulmonary disease--a systematic review]		Jakobsen, A. S., Laursen, L. C., Schou, L., Emme, C. and Phanareth, K. V.				ugeskrift for laeger	ugeskrift for laeger	A systematic review of existing evidence on the efficiency of telemedicine solutions for patients with chronic obstructive pulmonary disease (COPD) was performed. A systematic literature search was conducted in five relevant databases followed by evaluation of methodology and results in selected studies. Nine RCT trials of varying quality were identified. The selected studies were mostly multimodal with telemedicine as part of a more complex intervention. Benefits of using telemedicine solutions for patients with COPD are not yet clear, but in some multimodal studies with telemedicine as part of the solution a positive effect on hospital admissions, emergency room visits and contacts to primary care may be seen. Larger studies are needed.			2012				1037
The costs of centralisation: a systematic review of the economic impact of the centralisation of cancer services		Ke, K. M., Hollingworth, W. and Ness, A. R.				european journal of cancer care	european journal of cancer care	KE K.M., HOLLINGWORTH W. & NESS A.R. (2012) European Journal of Cancer Care 21, 158-168 The costs of centralisation: a systematic review of the economic impact of the centralisation of cancer services While evidence suggests that within specific cancer sites centralisation of services improves outcomes and quality of care, the economic impact of centralisation is unclear. This systematic review identified 19 studies that have investigated whether or not the centralisation of cancer services results in economies of scale, or is cost-effective, or increases the costs of accessing care for patients and their carers. Evidence from 13 studies suggests that increasing surgeon volumes are associated with cost reductions, although one study suggested that this relationship is U-shaped and the evidence is not consistent for hospital volumes and costs. Only one study demonstrated that centralisation was cost-effective with an incremental cost utility ratio of $5029 (€3616) per quality-adjusted life year gained. Consistent evidence from four studies suggested that centralised services increase the costs of accessing care for patients and their carers. Current evidence on the economic impact of centralisation of cancer services is limited and of poor quality. Therefore, it remains unclear whether centralisation results in economies of scale and is cost-effective. Future research should be based on a clear definition of the different components of centralisation in order to determine which aspects of centralisation are efficient and for which cancer subgroups.			2012				1349
Consistency of fracture risk reduction in Japanese and Caucasian osteoporosis patients treated with teriparatide: a meta-analysis		Nakamura, T., Tsujimoto, M., Hamaya, E., Sowa, H. and Chen, P.				journal of bone and mineral metabolism	journal of bone and mineral metabolism	In the global Fracture Prevention Trial, teriparatide reduced the risk of vertebral and non-vertebral fractures and significantly increased BMD. Recently, a 12-month, phase 3, randomized, multicenter, double-blind, placebo-controlled trial with BMD as a primary endpoint was conducted to assess the effects of teriparatide in Japanese subjects at high risk of fracture. Although BMD was significantly increased in the Japanese study, the study was not statistically powered to assess the anti-fracture efficacy with teriparatide treatment. A meta-analysis was carried out testing whether teriparatide had consistent anti-fracture efficacy in Japanese patients compared to that observed in the global fracture trial. Three studies in which fracture data were available from prospectively scheduled spinal radiographs were included in the analysis. A systematic review of the literature (Medline, Embase) confirmed that no studies with teriparatide had been excluded from this analysis. There was no significant heterogeneity for vertebral and non-vertebral fractures among the studies included in the meta-analysis. Odds ratio estimates (95% CI) were 0.29 (0.20, 0.43) for vertebral fracture and 0.53 (0.32, 0.86) for non-vertebral fracture. There was also a consistent effect of teriparatide to increase BMD across all studies. Furthermore, our analysis demonstrated that teriparatide-mediated increases in spine BMD accounted for 25-32% of the reduction in vertebral fracture risk in the combined population including Caucasian and Japanese patients, which was similar to that derived from Caucasian patients. These results provide evidence for the consistency of anti-fracture efficacy with teriparatide treatment in Japanese patients compared to those observed in Caucasian patients.			2012				2398
Comparative economic analyses of patient safety improvement strategies in acute care: a systematic review		Etchells, E., Koo, M., Daneman, N., McDonald, A., Baker, M., Matlow, A., Krahn, M. and Mittmann, N.				bmj quality & safety	bmj quality & safety	BACKGROUND: The objective was to systematically review comparative economic analyses of patient safety improvements in the acute care setting. METHODS: A systematic review of 15 patient safety target conditions and six improvement strategies was conducted. The authors searched the published literature through Medline (2000-November 2011) using the following search terms for costs: 'costs and cost analysis', 'cost-effectiveness', 'cost' and 'financial management, hospital'. The methodological quality of potentially relevant studies was appraised using Cochrane rules of evidence for clinical effectiveness in quality improvement, and standard economic methods. RESULTS: The authors screened 2151 abstracts, reviewed 212 potentially eligible studies, and identified five comparative economic analyses that reported a total of seven comparisons based on at least one clinical effectiveness study of adequate methodological quality. Pharmacist-led medication reconciliation to prevent potential adverse drug events dominated (lower costs, better safety) a strategy of no reconciliation. Chlorhexidine for vascular catheter site care to prevent catheter-related bloodstream infections dominated a strategy of povidone-iodine for catheter site care. The Keystone ICU initiative to prevent central line-associated bloodstream infections was economically dominant over usual care. Detecting surgical foreign bodies using standard counting compared with a strategy of no counting had an incremental cost of US$1500 (CAN$1676) for each surgical foreign body detected. Several safety improvement strategies were less economically attractive, such as bar-coded sponges for reducing retained surgical sponges compared with standard surgical counting, and giving erythropoietin to reduce transfusion requirements in critically ill patients to avoid one transfusion-related adverse event. CONCLUSIONS: Five comparative economic analyses were found that reported a total of seven comparisons based on at least one effectiveness study of adequate methodological quality. On the basis of these limited studies, pharmacist-led medication reconciliation, the Keystone ICU intervention for central line-associated bloodstream infections, chlorhexidine for vascular catheter site care, and standard surgical sponge counts were economically attractive strategies for improving patient safety. More comparative economic analyses of such strategies are needed.			2012				1253
Chemotherapy before liver resection of colorectal metastases: friend or foe?		Lehmann, K., Rickenbacher, A., Weber, A., Pestalozzi, B. C. and Clavien, P. A.				annals of surgery	annals of surgery	OBJECTIVE: We conducted a systematic review of the published literature to critically assess benefits and risks of the use of preoperative chemotherapy in patients presenting with colorectal liver metastases. BACKGROUND: In many centers, chemotherapy is used before hepatic resection of colorectal metastases, even in the presence of a single lesion. Application of chemotherapy requires clear conceptual distinction between patients presenting with resectable lesions (neoadjuvant) versus patients presenting with unresectable lesions, for which chemotherapy is used to reach a resectable situation (downsizing). METHODS: The literature (PubMed) was systematically reviewed for publications related to liver surgery and chemotherapy according to the methodology recommended by the Cochrane Collaboration. RESULTS: For unresectable liver metastases, combination regimens result in enhanced tumor response and resectability rates up to 30%, although the additional benefit from targeted agents such as bevacizumab or cetuximab is marginal. For resectable lesions, studies on neoadjuvant chemotherapy failed to convincingly demonstrate a survival benefit. Most reports described increased postoperative complications in a subset of patients due to parenchymal alterations such as chemotherapy-associated steatohepatitis or sinusoidal obstruction syndrome. CONCLUSION: Preoperative standard chemotherapy can be recommended for downsizing unresectable liver metastases, but not for resectable lesions, for which adjuvant chemotherapy is preferred.			2012				2346
Improving quality of life of children with cerebral palsy: a systematic review of clinical trials		Tsoi, W. S., Zhang, L. A., Wang, W. Y., Tsang, K. L. and Lo, S. K.				child: care, health and development	child: care, health and development	Objective To systematically review the impact of different interventions on quality of life (QoL) for children with cerebral palsy. Methods English articles were sought from five major English databases from inceptions until March 2010. Keywords used consisted of four components (and their variants): (i) clinical condition: cerebral palsy; (ii) outcome measures: quality of life, well-being; (iii) study design: clinical trials; and (iv) target population: people aged 0-18. Results Eight studies satisfied the inclusion criteria, all of which are of good to excellent quality (a Jadad score of 4 or above). The Pediatric Evaluation of Disability Inventory, the Pediatric Quality of Life Inventory, the TNO-AZL Children's Health-Related Quality of Life and the Caregiver Priorities and Child Health Index of Life with Disabilities were used to measure QoL. Significant positive results were reported by two studies using medicinal interventions (diazepam and intrathecal baclofen therapy, effect sizes 5.9, 9.1 respectively) and two studies employing motor control approach training (strength training and exercise training, former effect size being 3.8). Conclusion Current review suggests that positive effect was shown in medicinal and motor control interventions on QoL. However, no single interventional approach can demonstrate a consistent positive impact on QoL across different studies. Future studies are recommended to (i) provide a clear definition of QoL, and investigate the relationship between symptoms' severity and QoL; (ii) measure outcome at different time points to capture real effects of interventions; and (iii) make more use of valid outcome instruments, either self-report or parent/caregiver proxy reports.			2012				1804
Postoperative adjuvant chemotherapy for stage II colorectal cancer: a systematic review of 12 randomized controlled trials		Wu, X., Zhang, J., He, X., Wang, C., Lian, L., Liu, H., Wang, J. and Lan, P.				journal of gastrointestinal surgery : official journal of the society for surgery of the alimentary tract	journal of gastrointestinal surgery : official journal of the society for surgery of the alimentary tract	BACKGROUND: The impact of postoperative adjuvant chemotherapy on the oncological outcomes for stage II colorectal cancer remains controversial. METHODS: The literature was searched for studies published between 1985 and 2010 in which patients with stage II colorectal cancer were randomly assigned to receive either surgery combined with postoperative adjuvant chemotherapy or surgery alone. End points included 5-year overall survival, 5-year disease-free survival, recurrence, and mortality. RESULTS: A significant improvement in 5-year overall survival was associated with surgery combined with postoperative adjuvant chemotherapy for stage II colon cancer (hazard ratio, 0.81; 95% confidence interval (CI), 0.71-0.91) and for stage II rectal cancer (hazard ratio, 0.72; 95% CI, 0.61-0.86). The 5-year disease-free survival also favored the group of surgery combined with postoperative adjuvant chemotherapy for stage II colon cancer (hazard ratio, 0.86; 95% CI, 0.75-0.98) and for stage II rectal cancer (hazard ratio, 0.34; 95% CI, 0.22-0.51). For stage II colon cancer, a significant reduction in risk of recurrence was found in favor of postoperative adjuvant chemotherapy (risk ratio, 0.82; 95% CI, 0.71-0.95). CONCLUSIONS: Postoperative adjuvant chemotherapy for stage II colorectal cancer appears to be associated with improved 5-year overall survival and 5-year disease-free survival, and reduction in risk of recurrence.			2012				1862
Timing of initiation of renal replacement therapy in acute kidney injury: a systematic review and meta-analysis		Wang, X. and Jie Yuan, W.				renal failure	renal failure	"OBJECTIVE: The aim of the study is to summarize the effects of timing of initiation of renal replacement therapy (RRT) on mortality. METHODS: A systematic search for randomized controlled trials (RCTs) and other clinical studies was performed without language restriction in PubMed, Web of Science, and Embase. We estimated pooled relative risk ratios (RRs) and 95% confidence intervals (CIs) using fixed effects model or random effects model as appropriate. Heterogeneity, publication bias, and subgroup analyses were conducted. RESULTS: We analyzed the date extracted from 15 studies (3 RCTs, 2 prospective, and 10 retrospective comparative cohort studies) with a total of 2955 patients. Overall, 51.0% (772/1514) patients died in the ""early"" RRT group compared with 58.0% (836/1441) in the ""late"" RRT group. The pooled RR was 0.71 (95% CI: 0.59, 0.86), but the heterogeneity existed (p < 0.00001). Subgroup analysis based on modality did not record heterogeneity across trials. In continuous RRT (CRRT) group (n = 607), patients treated with ""early"" CRRT suggested a significant decrease in mortality compared with those in ""late"" CRRT group (27.8% vs. 43.0%) and the RR was 0.69 (95% CI: 0.56, 0.84) without evidence of heterogeneity (I2 = 33%, p = 0.18). In intermittent hemodialysis (IHD) group (n = 115), the RR was 0.26 (95% CI: 0.15, 0.45) without evidence of heterogeneity (I2 = 0%, p = 0.50). In the mixed group, heterogeneity existed. CONCLUSION: ""Early"" CRRT and ""early"" IHD both could reduce the mortality of patients with acute kidney injury compared with ""late"" CRRT or IHD."			2012				1728
Acute distal tibiofibular syndesmosis injury: a systematic review of suture-button versus syndesmotic screw repair		Schepers, T.				international orthopaedics	international orthopaedics	PURPOSE: Recently, a new suture-button fixation device has emerged for the treatment of acute distal tibiofibular syndesmotic injuries and its use is rapidly increasing. The current systematic review was undertaken to compare the biomechanical properties, functional outcome, need for implant removal, and the complication rate of syndesmotic disruptions treated with a suture-button device with the current 'gold standard', i.e. the syndesmotic screw. METHOD: A literature search in the electronic databases of the Cochrane Library, EMbase, Pubmed Medline, and Google Scholar, between January 1st 2000 to December 1st 2011, was conducted to identify studies in which unstable ankle fractures with concomitant distal tibiofibular syndesmotic injury were treated with either a syndesmotic screw or a suture-button device. RESULTS: A total of six biomechanical studies, seven clinical full-text studies and four abstracts on the TightRope system, and 27 studies on syndesmotic screw or bolt fixation were identified. The AOFAS of 133 patients treated with TightRope was 89.1 points, with an average study follow-up of 19 months. The AOFAS score in studies with 253 patients treated with syndesmotic screws (metallic and absorbable) or bolts was 86.3 points, with an average study follow-up of 42 months. Two studies reported an earlier return to work in the TightRope group. Implant removal was reported in 22 (10%) of 220 patients treated with a TightRope (range, 0-25%), in the screw or bolt group the average was 51.9% of 866 patients (range, 5.8-100%). CONCLUSION: The TightRope system has a similar outcome compared with the syndesmotic screw or bolt fixation, but might lead to a quicker return to work. The rate of implant removal is lower than in the syndesmotic screw group. There is currently insufficient evidence on the long-term effects of the TightRope and more uniform outcome reporting is desirable. In addition, there is a need for studies on cost-effectiveness of the treatment of acute distal tibiofibular syndesmotic disruption treated with a suture-button device.			2012				1381
The effects of therapeutic exercise on the balance of women with knee osteoarthritis: a systematic review		Silva, A., Serrão, P. R., Driusso, P. and Mattiello, S. M.				revista brasileira de fisioterapia (são carlos (são paulo, brazil))	revista brasileira de fisioterapia (são carlos (são paulo, brazil))	"OBJECTIVE: The objective of this review was to examine evidence regarding the effects of therapeutic exercise on the balance of women with knee osteoarthritis (OA). METHODS: The search was conducted in Pubmed, Medline, Lilacs, SciELO, ISI web of knowledge, PEDro and the Cochrane Collaboration. We used the keywords: ""knee"", ""balance"", ""women"" and ""rehabilitation"" in combination with ""osteoarthritis"". We selected randomized controlled clinical trials published in English, Portuguese and Spanish over the last 10 years. To verify the methodological quality of selected clinical trials, the PEDro Scale was applied. RESULTS: A total of 20 studies were found in the electronic search. Of these, only 9 met the inclusion criteria and were analyzed in full. Eight of these 9 studies were classified as having high methodological quality on the PEDro Scale. Although the methods and interventions regarding balance varied widely in these studies, most found significant improvement in the balance of women with knee OA. CONCLUSION: Since the studies included in this systematic review were of high methodological quality, we can conclude that the therapeutic exercises they used improved the balance of women with knee OA."			2012				1207
Report on a systematic review of the efficacy and clinical effectiveness of group analysis and analytic/dynamic group psychotherapy		Blackmore, Chris, Tantam, Digby, Parry, Glenys and Chambers, Eleni				group analysis	group analysis	This article reports on a systematic review to assess the efficacy and clinical effectiveness of group analysis and analytic/dynamic (A/D) group psychotherapy. Systematic literature searches were undertaken; 34 primary studies and 19 reviews met the inclusion criteria and their data was extracted. Of the primary studies, the randomized controlled trials provided evidence for the efficacy and clinical effectiveness of group therapy approaches in a range of clinical problems, but not for specific benefits of any particular theoretical approach. The controlled studies and observational studies gave support for the use of group psychotherapy in a variety of conditions. The review of reviews confirms that group therapies in general are more effective than wait list or standard care controls. Methodological challenges encountered and recommendations for further research are presented, along with a more detailed discussion of the implications of the review for the research community. (PsycINFO Database Record (c) 2016 APA, all rights reserved)			2012				1107
